Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID
5/14/2017, 10:13:13, 00:24:13,1453.933,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:13:13, 00:24:13,1453.933,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Olfactory investigate"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:13:13, 00:24:13,1453.933,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Body length <1"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:13:13, 00:24:13,1453.933,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Show interest"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:13:13, 00:24:13,1453.933,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Olfactory investigate"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:13:13, 00:24:13,1453.933,1.366,35.836," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:13:18, 00:24:18,1458.817,4.434,30.953," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Body length <1"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:13:36, 00:24:37,1477.551,1.302,12.218," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Show interest"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:13:46, 00:24:46,1486.768,1.367,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Lick"""," ""M-Wu Gang""",,,,,,,, Point,23
5/14/2017, 10:13:48, 00:24:48,1488.703,0.35,311.297," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""1-End state""",,,,,,,,, State start,23
5/14/2017, 10:13:49, 00:24:49,1489.77,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:13:49, 00:24:49,1489.77,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Body length <1"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:13:49, 00:24:49,1489.77,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Show interest"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:13:49, 00:24:49,1489.77,1.049,23.002," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:14:12, 00:25:12,1512.772,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:14:12, 00:25:12,1512.772,1.182,8.169," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""0-Nondirected""",,,,,,,, State start,23
5/14/2017, 10:14:20, 00:25:20,1520.94,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""0-Nondirected""",,,,,,,, State stop,23
5/14/2017, 10:14:20, 00:25:20,1520.94,0.912,21.193," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""0-Nondirected""",,,,,,,, State start,23
5/14/2017, 10:14:41, 00:25:42,1542.133,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""0-Nondirected""",,,,,,,, State stop,23
5/14/2017, 10:14:41, 00:25:42,1542.133,0.884,6.752," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""0-Nondirected""",,,,,,,, State start,23
5/14/2017, 10:14:48, 00:25:48,1548.885,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""0-Nondirected""",,,,,,,, State stop,23
5/14/2017, 10:14:48, 00:25:48,1548.885,1.283,86.074," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""0-Nondirected""",,,,,,,, State start,23
5/14/2017, 10:16:14, 00:27:14,1634.958,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""0-Nondirected""",,,,,,,, State stop,23
5/14/2017, 10:16:14, 00:27:14,1634.958,1.467,11.001," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:16:25, 00:27:25,1645.959,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:16:25, 00:27:25,1645.959,1.25,47.221," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:16:30, 00:27:30,1650.826,1.816,42.353," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Body length <1"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:16:35, 00:27:36,1656.427,0.883,36.753," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Show interest"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:16:56, 00:27:57,1677.411,1.567,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Moan"""," ""M-Wu Gang""",,,,,,,, Point,23
5/14/2017, 10:17:01, 00:28:02,1682.445,0.233,117.555," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""1-End state""",,,,,,,,, State start,23
5/14/2017, 10:17:12, 00:28:13,1693.18,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:17:12, 00:28:13,1693.18,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Body length <1"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:17:12, 00:28:13,1693.18,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Show interest"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:17:12, 00:28:13,1693.18,1.05,49.221," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:17:49, 00:28:50,1730.216,2.766,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Foot scrape"""," ""M-Wu Gang""",,,,,,,, Point,23
5/14/2017, 10:17:55, 00:28:55,1735.9,1.1,6.501," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Olfactory investigate"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:18:01, 00:29:02,1742.4,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:18:01, 00:29:02,1742.4,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Olfactory investigate"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:18:01, 00:29:02,1742.4,2.767,16.802," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Defecate"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:18:18, 00:29:19,1759.203,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Defecate"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:18:18, 00:29:19,1759.203,1.583,7.783," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:18:26, 00:29:26,1766.985,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:18:26, 00:29:26,1766.985,3.984,10.785," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:18:37, 00:29:37,1777.771,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Stationary alert"""," ""M-Wu Gang""",,,,,,,, State stop,23
5/14/2017, 10:18:37, 00:29:37,1777.771,1.716,22.229," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State start,23
5/14/2017, 10:18:59, 00:30:00,1800,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""1-End state""",,,,,,,,, State stop,23
5/14/2017, 10:18:59, 00:30:00,1800,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""1-End state""",,,,,,,,, State stop,23
5/14/2017, 10:18:59, 00:30:00,1800,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""1-End state""",,,,,,,,, State stop,23
5/14/2017, 10:18:59, 00:30:00,1800,0,0," ""FocalAnimal_M-An An"""," ""LogFocalAnimal_M-An An 20170514_094859.csv"""," ""M-An An"""," ""Locomote"""," ""M-Wu Gang""",,,,,,,, State stop,23
